suite,run_id,model,forecast_method,baseline_class,track,source,n_tasks,brier,ece,regret,notes
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,coding,evalplus_humaneval,164,0.1620417682926829,0.10694105691056914,0.024390243902439025,model-provided pre-execution probability curve
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,coding,evalplus_humaneval,164,0.25075096560461635,0.0,0.7987804878048781,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,coding,evalplus_humaneval,164,0.14350684381547418,0.053905431692353734,0.036585365853658534,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,coding,evalplus_humaneval,164,0.15578617525733576,0.13652528230436575,0.024390243902439025,metadata-only curve from prompt length
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,coding,evalplus_humaneval,164,0.14888211382113822,0.07977642276422767,0.24390243902439024,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,coding,evalplus_humaneval,164,0.1710975609756098,0.018495934959349633,0.024390243902439025,threshold curve at the middle budget
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,self_forecast,model_forecast_raw,all,all,378,0.2896007054673721,0.24425925925925934,0.005291005291005291,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,all,all,378,0.2183870116022519,0.0,0.10317460317460317,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,all,all,378,0.21715014763583318,0.1407940718285547,0.0026455026455026454,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,all,all,378,0.2780746619635509,0.21331569664903005,0.005291005291005291,metadata-only curve from prompt length
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,output_length_proxy,posthoc_diagnostic,all,all,378,0.2027116402116402,0.047619047619047596,0.005291005291005291,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,single_budget,calibration_split_baseline,all,all,378,0.32888888888888895,0.2814814814814814,0.0026455026455026454,threshold curve at the middle budget
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,self_forecast,model_forecast_raw,coding,evalplus_mbpp,378,0.2896007054673721,0.24425925925925934,0.005291005291005291,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.2183870116022519,0.0,0.10317460317460317,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.21715014763583318,0.1407940718285547,0.0026455026455026454,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,coding,evalplus_mbpp,378,0.2780746619635509,0.21331569664903005,0.005291005291005291,metadata-only curve from prompt length
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,output_length_proxy,posthoc_diagnostic,coding,evalplus_mbpp,378,0.2027116402116402,0.047619047619047596,0.005291005291005291,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,single_budget,calibration_split_baseline,coding,evalplus_mbpp,378,0.32888888888888895,0.2814814814814814,0.0026455026455026454,threshold curve at the middle budget
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,self_forecast,model_forecast_raw,all,all,378,0.2651529100529101,0.2402380952380953,0.015873015873015872,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,all,all,378,0.18035356562191732,0.0,0.15873015873015872,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,all,all,378,0.17761798553895874,5.551115123125783e-17,0.005291005291005291,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,all,all,378,0.26075151871448177,0.23447971781305119,0.015873015873015872,metadata-only curve from prompt length
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,all,all,378,0.15729717813051147,0.06040564373897706,0.026455026455026454,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,single_budget,calibration_split_baseline,all,all,378,0.32412698412698415,0.2735449735449735,0.018518518518518517,threshold curve at the middle budget
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,self_forecast,model_forecast_raw,coding,evalplus_mbpp,378,0.2651529100529101,0.2402380952380953,0.015873015873015872,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.18035356562191732,0.0,0.15873015873015872,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.17761798553895874,5.551115123125783e-17,0.005291005291005291,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,coding,evalplus_mbpp,378,0.26075151871448177,0.23447971781305119,0.015873015873015872,metadata-only curve from prompt length
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,coding,evalplus_mbpp,378,0.15729717813051147,0.06040564373897706,0.026455026455026454,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,single_budget,calibration_split_baseline,coding,evalplus_mbpp,378,0.32412698412698415,0.2735449735449735,0.018518518518518517,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,self_forecast,model_forecast_raw,all,all,378,0.19825736331569666,0.14067460317460312,0.015873015873015872,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,all,all,378,0.23887459111602127,0.0,0.671957671957672,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,all,all,378,0.1795833362649424,0.0,0.007936507936507936,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,all,all,378,0.19886635312561238,0.12654320987654322,0.015873015873015872,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,all,all,378,0.16457231040564374,0.04585537918871251,0.1349206349206349,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,single_budget,calibration_split_baseline,all,all,378,0.24423280423280427,0.14038800705467366,0.007936507936507936,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,self_forecast,model_forecast_raw,coding,evalplus_mbpp,378,0.19825736331569666,0.14067460317460312,0.015873015873015872,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.23887459111602127,0.0,0.671957671957672,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.1795833362649424,0.0,0.007936507936507936,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,coding,evalplus_mbpp,378,0.19886635312561238,0.12654320987654322,0.015873015873015872,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,coding,evalplus_mbpp,378,0.16457231040564374,0.04585537918871251,0.1349206349206349,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,single_budget,calibration_split_baseline,coding,evalplus_mbpp,378,0.24423280423280427,0.14038800705467366,0.007936507936507936,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,all,all,378,0.2822256613756614,0.24216049382716046,0.021164021164021163,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,all,all,378,0.22780296872748879,0.0,0.47354497354497355,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,all,all,378,0.20052440623189732,9.25185853854297e-17,0.031746031746031744,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,all,all,378,0.23249363119733496,0.15423280423280428,0.021164021164021163,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,all,all,378,0.17118606701940034,0.032627865961199265,0.06878306878306878,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,all,all,378,0.2855026455026456,0.20917107583774242,0.021164021164021163,threshold curve at the middle budget
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,coding,evalplus_mbpp,378,0.2822256613756614,0.24216049382716046,0.021164021164021163,model-provided pre-execution probability curve
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.22780296872748879,0.0,0.47354497354497355,leave-one-task-out empirical success rate applied at every budget
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,coding,evalplus_mbpp,378,0.20052440623189732,9.25185853854297e-17,0.031746031746031744,leave-one-task-out empirical success rate at the same budget within source group
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,coding,evalplus_mbpp,378,0.23249363119733496,0.15423280423280428,0.021164021164021163,metadata-only curve from prompt length
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,coding,evalplus_mbpp,378,0.17118606701940034,0.032627865961199265,0.06878306878306878,post-hoc output-token proxy; interpret as diagnostic
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,coding,evalplus_mbpp,378,0.2855026455026456,0.20917107583774242,0.021164021164021163,threshold curve at the middle budget
paper_math_core,claude_3_haiku,claude-3-haiku,self_forecast,model_forecast_raw,all,all,999,0.26347877877877873,0.2661161161161161,0.026026026026026026,model-provided pre-execution probability curve
paper_math_core,claude_3_haiku,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,all,all,1000,0.22111504032561088,0.0,0.499,leave-one-task-out empirical success rate applied at every budget
paper_math_core,claude_3_haiku,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,all,all,1000,0.18437843352974628,0.0960960960960961,0.016,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,claude_3_haiku,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,all,all,1000,0.26190240248698127,0.23794468496009252,0.026,metadata-only curve from prompt length
paper_math_core,claude_3_haiku,claude-3-haiku,output_length_proxy,posthoc_diagnostic,all,all,1000,0.2428,0.2548,0.116,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,claude_3_haiku,claude-3-haiku,single_budget,calibration_split_baseline,all,all,1000,0.24676000000000003,0.2305999999999999,0.109,threshold curve at the middle budget
paper_math_core,claude_3_haiku,claude-3-haiku,self_forecast,model_forecast_raw,math,gsm8k,500,0.17004072,0.13752800000000004,0.018,model-provided pre-execution probability curve
paper_math_core,claude_3_haiku,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.24881641439191002,0.0,0.746,leave-one-task-out empirical success rate applied at every budget
paper_math_core,claude_3_haiku,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.14570222609547753,2.4980018054066023e-17,0.014,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,claude_3_haiku,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,math,gsm8k,500,0.16534560476722582,0.12801063074499924,0.018,metadata-only curve from prompt length
paper_math_core,claude_3_haiku,claude-3-haiku,output_length_proxy,posthoc_diagnostic,math,gsm8k,500,0.1573,0.0924,0.168,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,claude_3_haiku,claude-3-haiku,single_budget,calibration_split_baseline,math,gsm8k,500,0.15904000000000004,0.09840000000000002,0.174,threshold curve at the middle budget
paper_math_core,claude_3_haiku,claude-3-haiku,self_forecast,model_forecast_raw,math,hendrycks_math,499,0.3571040881763527,0.3949619238476954,0.03406813627254509,model-provided pre-execution probability curve
paper_math_core,claude_3_haiku,claude-3-haiku,constant_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.15875987132581795,0.0,0.252,leave-one-task-out empirical success rate applied at every budget
paper_math_core,claude_3_haiku,claude-3-haiku,source_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.15144437170935057,4.0245584642661923e-17,0.014,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,claude_3_haiku,claude-3-haiku,prompt_length_empirical,calibration_split_baseline,math,hendrycks_math,500,0.35845920020673677,0.43771090177742433,0.034,metadata-only curve from prompt length
paper_math_core,claude_3_haiku,claude-3-haiku,output_length_proxy,posthoc_diagnostic,math,hendrycks_math,500,0.3283,0.4172,0.064,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,claude_3_haiku,claude-3-haiku,single_budget,calibration_split_baseline,math,hendrycks_math,500,0.33448000000000006,0.3628,0.044,threshold curve at the middle budget
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,self_forecast,model_forecast_raw,all,all,1000,0.15774322500000001,0.12089299999999997,0.014,model-provided pre-execution probability curve
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,all,all,1000,0.24722798393989587,0.0,0.771,leave-one-task-out empirical success rate applied at every budget
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,all,all,1000,0.1766362181908366,4.163336342344337e-18,0.08,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,all,all,1000,0.2002435667225174,0.1213784237732857,0.014,metadata-only curve from prompt length
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,all,all,1000,0.1479,0.099,0.282,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,single_budget,calibration_split_baseline,all,all,1000,0.17056000000000004,0.1139999999999999,0.265,threshold curve at the middle budget
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,self_forecast,model_forecast_raw,math,gsm8k,500,0.09995352,0.10087200000000002,0.012,model-provided pre-execution probability curve
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.24376134778575187,0.0,0.904,leave-one-task-out empirical success rate applied at every budget
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.0821675414958173,2.2204460492503132e-17,0.022,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,math,gsm8k,500,0.13318577449352706,0.21753961982888198,0.012,metadata-only curve from prompt length
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,math,gsm8k,500,0.1053,0.16439999999999996,0.22,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,single_budget,calibration_split_baseline,math,gsm8k,500,0.09784000000000002,0.10359999999999996,0.208,threshold curve at the middle budget
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,self_forecast,model_forecast_raw,math,hendrycks_math,500,0.21553293000000004,0.24905799999999995,0.016,model-provided pre-execution probability curve
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,constant_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.2151423128421171,5.551115123125783e-17,0.638,leave-one-task-out empirical success rate applied at every budget
