suite,run_id,model,task_id,forecast_prompt_hash_present,solver_prompt_length_chars,forecast_probability_strings_in_solver,rationale_in_solver,status
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/141,True,935,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/38,True,696,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/81,True,1165,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/26,True,416,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/20,True,582,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/87,True,884,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/122,True,512,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/147,True,606,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/92,True,516,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/112,True,728,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/82,True,443,False,False,PASS
paper_evalplus_humaneval_full,claude_3_haiku,claude-3-haiku,evalplus_HumanEval/53,True,244,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/148,True,905,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/129,True,1490,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/119,True,771,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/140,True,522,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/68,True,1297,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/18,True,424,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/147,True,606,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/2,True,460,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/24,True,301,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/108,True,526,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/7,True,461,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/132,True,602,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/89,True,565,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/64,True,555,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/86,True,672,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/17,True,664,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/50,True,462,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/152,True,924,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/58,True,363,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/63,True,556,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/38,True,696,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/146,True,490,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/120,True,743,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/161,True,497,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/20,True,582,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/85,True,297,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/135,True,491,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/131,True,343,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/28,True,344,False,False,PASS
paper_evalplus_humaneval_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_HumanEval/80,True,517,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/148,True,905,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/81,True,1165,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/37,True,474,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/147,True,606,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/92,True,516,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/145,True,544,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/59,True,335,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/157,True,513,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/163,True,423,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/127,True,1056,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/80,True,517,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/117,True,832,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/29,True,443,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/102,True,446,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/88,True,708,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/153,True,1183,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/68,True,1297,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/54,True,560,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/53,True,244,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/55,True,259,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/151,True,565,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/10,True,709,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/73,True,602,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/125,True,620,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/23,True,262,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/28,True,344,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/39,True,389,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/44,True,429,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/16,True,391,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_HumanEval/26,True,416,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/145,True,544,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/107,True,806,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/141,True,935,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/75,True,399,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/140,True,522,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/66,True,493,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/59,True,335,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/30,True,359,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/114,True,366,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/155,True,354,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/53,True,244,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/122,True,512,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/133,True,596,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/98,True,372,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/22,True,400,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/90,True,491,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/29,True,443,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/131,True,343,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/92,True,516,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/50,True,462,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/67,True,896,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/5,True,418,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/74,True,743,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/154,True,571,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/61,True,477,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/102,True,446,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/44,True,429,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/152,True,924,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/116,True,592,False,False,PASS
paper_evalplus_humaneval_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_HumanEval/13,True,346,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/105,True,242,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/138,True,298,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/626,True,296,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/245,True,382,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/67,True,244,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/641,True,221,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/751,True,263,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/612,True,444,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/730,True,322,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/784,True,264,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/89,True,228,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/20,True,236,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/125,True,314,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/752,True,285,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/224,True,273,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/732,True,337,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/643,True,288,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/123,True,252,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/441,True,240,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/100,True,282,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/426,True,250,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/119,True,257,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/63,True,298,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/17,True,259,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/232,True,345,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/222,True,269,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/804,True,254,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/579,True,282,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/240,True,349,False,False,PASS
paper_evalplus_mbpp_full,claude_3_haiku,claude-3-haiku,evalplus_Mbpp/809,True,311,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/74,True,297,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/611,True,307,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/56,True,252,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/616,True,301,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/471,True,278,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/744,True,258,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/97,True,369,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/273,True,350,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/80,True,227,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/253,True,267,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/84,True,235,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/762,True,303,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/300,True,333,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/420,True,242,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/476,True,260,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/223,True,428,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/591,True,278,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/567,True,261,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/64,True,392,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/728,True,296,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/794,True,265,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/160,True,301,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/237,True,388,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/425,True,294,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/755,True,252,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/568,True,237,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/635,True,261,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/167,True,254,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/793,True,250,False,False,PASS
paper_evalplus_mbpp_full,deepseek_v3_0324,DeepSeek-V3-0324,evalplus_Mbpp/778,True,384,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/242,True,255,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/75,True,320,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/777,True,262,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/160,True,301,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/161,True,315,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/413,True,414,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/611,True,307,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/271,True,313,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/116,True,259,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/725,True,331,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/556,True,257,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/769,True,282,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/171,True,265,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/14,True,239,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/244,True,261,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/780,True,346,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/460,True,268,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/605,True,232,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/597,True,266,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/388,True,262,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/760,True,280,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/422,True,258,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/445,True,373,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/764,True,249,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/141,True,250,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/632,True,261,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/787,True,249,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/3,True,226,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/90,True,251,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_001,gemini-2.0-flash-001,evalplus_Mbpp/406,True,248,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/64,True,392,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/620,True,301,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/285,True,296,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/128,True,325,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/265,True,446,False,False,PASS
